,Listado de productos Bioequivalentes actualizado al 27 de Octubre de 2015,,,,,,
446,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 80 mg,F-21002,LABORATORIOS EUROMED CHILE S.A.
447,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-21001,LABORATORIOS EUROMED CHILE S.A.
448,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-21226,LABORATORIOS EUROMED CHILE S.A.
449,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 40 mg,F-21227,LABORATORIOS EUROMED CHILE S.A.
450,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTROPIC COMPRIMIDOS RECUBIERTOS 20 mg,F-1724,LABORATORIOS LAFI LTDA.
451,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTROPIC COMPRIMIDOS RECUBIERTOS 40 mg,F-12937,LABORATORIOS LAFI LTDA.
452,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATENFAR COMPRIMIDOS RECUBIERTOS 20 mg,F-20737,MEDIPHARM LTDA.
453,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LINAROL COMPRIMIDOS RECUBIERTOS 20 mg,F-14846,MINTLAB CO. S.A.
454,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-14546,MINTLAB CO. S.A.
455,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LINAROL COMPRIMIDOS RECUBIERTOS 10 mg,F-14847,MINTLAB CO. S.A.
456,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-14545,MINTLAB CO. S.A.
457,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-18552,OPKO CHILE S.A.
458,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-18459,OPKO CHILE S.A.
459,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTEN COMPRIMIDOS RECUBIERTOS 80 mg,F-20489,PHARMAVITA S.A.
460,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTEN COMPRIMIDOS RECUBIERTOS 40 mg,F-20490,PHARMAVITA S.A.
461,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTEN COMPRIMIDOS RECUBIERTOS 20 mg,F-20491,PHARMAVITA S.A.
462,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,LIPOTEN COMPRIMIDOS RECUBIERTOS 10 mg,F-20492,PHARMAVITA S.A.
463,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ZARATOR COMPRIMIDOS RECUBIERTOS 10 mg,F-86,ROERIG S.A.
464,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ZARATOR COMPRIMIDOS RECUBIERTOS 20 mg,F-87,ROERIG S.A.
465,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,VOLUNTA COMPRIMIDOS RECUBIERTOS 10 mg (ATORVASTATINA),F-21118,SANOFI-AVENTIS DE CHILE S.A.
466,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,VOLUNTA COMPRIMIDOS RECUBIERTOS 20 mg (ATORVASTATINA),F-21119,SANOFI-AVENTIS DE CHILE S.A.
467,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,VOLUNTA COMPRIMIDOS RECUBIERTOS 40 mg (ATORVASTATINA),F-21120,SANOFI-AVENTIS DE CHILE S.A.
468,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,VOLUNTA COMPRIMIDOS RECUBIERTOS 80 mg (ATORVASTATINA),F-21121,SANOFI-AVENTIS DE CHILE S.A.
469,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 10 mg,F-22096,SYNTHON CHILE LTDA.
470,Disminución del colesterol,ATORVASTATINA,Lipitor,Pfizer,ATORVASTATINA COMPRIMIDOS RECUBIERTOS 20 mg,F-22049,SYNTHON CHILE LTDA.
471,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MEXIS COMPRIMIDOS RECUBIERTOS 20 mg,F-20166,MINTLAB Co. S.A.
472,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MEXIS COMPRIMIDOS RECUBIERTOS 10 mg,F-20165,MINTLAB Co. S.A.
473,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,ROSIMOL COMPRIMIDOS RECUBIERTOS 10 mg,F-18758,NOVARTIS CHILE S.A.
474,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,ROSIMOL COMPRIMIDOS RECUBIERTOS 20 mg,F-19116,NOVARTIS CHILE S.A.
475,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MODERATUS COMPRIMIDOS RECUBIERTOS 10 mg,F-20479,SANOFI-AVENTIS DE CHILE S.A.
476,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MODERATUS COMPRIMIDOS RECUBIERTOS 20 mg,F-20480,SANOFI-AVENTIS DE CHILE S.A.
477,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MODERATUS COMPRIMIDOS RECUBIERTOS 20 mg,F-20663,SANOFI-AVENTIS DE CHILE S.A.
478,Disminución del colesterol,ROSUVASTATINA,Crestor,Astrazeneca,MODERATUS COMPRIMIDOS RECUBIERTOS 10 mg,F-20706,SANOFI-AVENTIS DE CHILE S.A.
479,Disminución del lípidos,GEMFIBROZILO,Lopid,Pfizer,GEMFIBROZILO COMPRIMIDOS 600 mg,F-15121,LABORATORIO PASTEUR S.A.
480,Diurético,ESPIRONOLACTONA,Aldactone,Pfizer,ESPIRONOLACTONA COMPRIMIDOS 25 mg,F-6546,LABORATORIOS ANDRÓMACO S.A.
481,Diurético,ESPIRONOLACTONA,Aldactone,Pfizer,ESPIRONOLACTONA COMPRIMIDOS 25 mg,F-15162,MINTLAB Co. S.A.
482,Diurético,FUROSEMIDA,Lasix,Sanofi-Aventis,FUROSEMIDA COMPRIMIDOS 40 mg,F-2274,LABORATORIO CHILE S.A.
483,Diurético,FUROSEMIDA,Lasix,Sanofi-Aventis,FUROSEMIDA COMPRIMIDOS 40 mg,F-11274,LABORATORIOS ANDRÓMACO S.A.
484,Diurético,HIDROCLOROTIAZIDA,Hidroronol,ITF-Labomed,HIDROCLOROTIAZIDA COMPRIMIDOS 50 mg,F-1379,LABORATORIO CHILE S.A.
485,Diurético,HIDROCLOROTIAZIDA,Hidroronol,ITF-Labomed,HIDROCLOROTIAZIDA COMPRIMIDOS 50 mg,F-14622,LABORATORIO MAVER S.A.
486,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,ELEM COMPRIMIDOS 10 mg,F-7543,LABORATORIOS ANDRÓMACO S.A.
487,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACION REPETIDA 10 mg,F-22153,NOVARTIS CHILE S.A.
488,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 40 mg,F-22155,NOVARTIS CHILE S.A.
489,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 20 mg,F-22154,NOVARTIS CHILE S.A.
490,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RITALIN LA CÁPSULAS CON GRÁNULOS DE LIBERACIÓN REPETIDA 30 mg,F-22156,NOVARTIS CHILE S.A.
491,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RUBIFEN COMPRIMIDOS 10 mg,F-8290,PHARMAVITA S.A.
492,Estimulante sistema nervioso central,METILFENIDATO,Ritalin,Novartis,RUBIFEN SR COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 20 mg,F-14593,PHARMAVITA S.A.
493,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme,FINASTERIDA COMPRIMIDOS RECUBIERTOS 5 mg,F-21444,ASCEND LABORATORIES SpA
494,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme,SANIPROSTOL COMPRIMIDOS RECUBIERTOS 5 mg,F-8952,INSTITUTO SANITAS S.A.
495,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme,LAMBDAXEL COMPRIMIDOS RECUBIERTOS 1 mg,F-22059,ISDIN CHILE LTDA.
496,Hiperplasia Prostática Benigna (HPB),FINASTERIDA,Proscar,Merck Sharp & Dohme,VASTUS COMPRIMIDOS RECUBIERTOS 5 mg,F-18932,TECNOFARMA S.A.
497,Hipertensión arterial,ATENOLOL,Betacar,Sanofi-Aventis,ATENOLOL COMPRIMIDOS 50 mg,F-15201,LABORATORIOS ANDRÓMACO S.A.
498,Hipertensión arterial,ATENOLOL,Betacar,Sanofi-Aventis,ATENOLOL COMPRIMIDOS 50 mg,F-9870,MINTLAB CO. S.A.
499,Hipertensión arterial,ATENOLOL,Betacar,Sanofi-Aventis,ATENOLOL COMPRIMIDOS 100 mg,F-9869,MINTLAB CO. S.A.
500,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis,IRBEVITAE COMPRIMIDOS RECUBIERTOS 150 mg (IRBESARTAN),F-21513,GALENICUM HEALTH CHILE S.p.A.
501,Hipertensión arterial,IRBESARTÁN,Aprovel,Sanofi-Aventis,IRBEVITAE COMPRIMIDOS RECUBIERTOS 300 mg (IRBESARTAN),F-21514,GALENICUM HEALTH CHILE S.p.A.
502,Hipertensión arterial,IRBESARTÁN / HIDROCLOROTIAZIDA,Coaprovel,Sanofi-Aventis, IRTANA H 150/12,5 COMPRIMIDOS ,F-20632,LABORATORIOS EUROMED CHILE S.A.
503,Hipertensión arterial,IRBESARTÁN / HIDROCLOROTIAZIDA,Coaprovel,Sanofi-Aventis, IRTANA H 300/12,5 COMPRIMIDOS ,F-20631,LABORATORIOS EUROMED CHILE S.A.
504,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-22000,ASCEND LABORATORIES S.p.A.
505,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100mg,F-21746,ASCEND LABORATORIES SpA
506,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-8741,CHEMOPHARMA S.A.
507,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-20493,CHEMOPHARMA S.A.
508,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,SANIPRESIN COMPRIMIDOS RECUBIERTOS 50 mg,F-9043,INSTITUTO SANITAS S.A.
509,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,SANIPRESIN FORTE COMPRIMIDOS RECUBIERTOS 100 mg,F-20483,INSTITUTO SANITAS S.A.
510,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-13738,LABORATORIO CHILE S.A.
511,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,SIMPERTEN COMPRIMIDOS RECUBIERTOS 50 mg,F-8493,LABORATORIO CHILE S.A.
512,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-17498,LABORATORIO CHILE S.A.
513,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,SIMPERTEN COMPRIMIDOS RECUBIERTOS 100 mg,F-16092,LABORATORIO CHILE S.A.
514,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,ARATAN COMPRIMIDOS RECUBIERTOS 50 mg,F-20666,LABORATORIOS ANDRÓMACO S.A.
515,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-20665,LABORATORIOS ANDRÓMACO S.A.
516,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,ARATAN COMPRIMIDOS RECUBIERTOS 100 mg,F-20899,LABORATORIOS ANDRÓMACO S.A.
517,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTAN POTÁSICO COMPRIMIDOS RECUBIERTOS 100 mg,F-20934,LABORATORIOS ANDRÓMACO S.A.
518,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-19885,LABORATORIOS EUROMED CHILE S.A.
519,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-20177,LABORATORIOS EUROMED CHILE S.A.
520,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,CORODIN COMPRIMIDOS RECUBIERTOS 50 mg,F-11043,LABORATORIOS LAFI LTDA.
521,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,CORODIN COMPRIMIDOS RECUBIERTOS 100 mg,F-12482,LABORATORIOS LAFI LTDA.
522,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-19752,MEDINOVA FARMA LTDA.
523,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,NOVSAR COMPRIMIDOS RECUBIERTOS 50 mg,F-19753,MEDINOVA FARMA LTDA.
524,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-14315,MINTLAB CO. S.A.
525,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOPREN COMPRIMIDOS RECUBIERTOS 50 mg,F-14316,MINTLAB CO. S.A.
526,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,CORSALUX COMPRIMIDOS RECUBIERTOS 50 mg,F-19513,NOVARTIS CHILE S.A.
527,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-17455,OPKO CHILE S.A.
528,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-18420,OPKO CHILE S.A.
529,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSAPRES 100 COMPRIMIDOS RECUBIERTOS 100 mg,F-13998,PHARMA INVESTI DE CHILE S.A.
530,Hipertensión arterial,LOSARTÁN,Cozaar,Merck Sharp & Dohme,LOSARTÁN POTÁSICO COMPRIMIDOS RECUBIERTOS 50 mg,F-15499,SYNTHON CHILE LTDA.
531,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZI DA,Olmetec Plus,Merck Sharp & Dohme, OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 20/12,5 COMPRIMIDOS RECUBIERTOS ,F-22092,ASCEND LABORATORIES SpA
532,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZI DA,Olmetec Plus,Merck Sharp & Dohme,OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/25 COMPRIMIDOS RECUBIERTOS,F-22093,ASCEND LABORATORIES SpA
533,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZI DA,Olmetec Plus,Merck Sharp & Dohme, OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/12,5 COMPRIMIDOS RECUBIERTOS ,F-22094,ASCEND LABORATORIES SpA
534,Hipertensión arterial,OLMESARTÁN+HIDROCLOROTIAZI DA,Olmetec Plus,Merck Sharp & Dohme,OLMESARTAN MEDOXOMILO/HIDROCLOROTIAZIDA 40/25 COMPRIMIDOS RECUBIERTOS,F-22091,EUROMED CHILE S.A.
535,Hipertensión arterial,PROPANOLOL,Inderal,Astrazeneca,PROPRANOLOL CLORHIDRATO COMPRIMIDOS 40 mg,F-3440,MINTLAB CO. S.A.
536,Hipertensión arterial,PROPANOLOL,Inderal,Astrazeneca,PROPRANOLOL CLORHIDRATO COMPRIMIDOS 10 mg,F-13795,MINTLAB Co. S.A.
537,Hipertensión arterial,TELMISARTÁN,Micardis,Boehringer Ingelheim,TELMEREN COMPRIMIDOS RECUBIERTOS 80 mg,F-21082,NOVARTIS CHILE S.A.
538,Hipertensión arterial,TELMISARTÁN,Micardis,Boehringer Ingelheim,TELMEREN COMPRIMIDOS  40 mg,F-21178,NOVARTIS CHILE S.A.
539,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,ALSARKARE COMPRIMIDOS RECUBIERTOS 320 mg,F-19192,ETEX FARMACÉUTICA LTDA.
540,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,ALSARKARE COMPRIMIDOS RECUBIERTOS 160 mg,F-19191,ETEX FARMACÉUTICA LTDA.
541,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,ALSARKARE COMPRIMIDOS RECUBIERTOS 80 mg,F-19190,ETEX FARMACÉUTICA LTDA.
542,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALSARTÁN COMPRIMIDOS RECUBIERTOS 320 mg,F-22027,EUROMED CHILE S.A.
543,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALVITAE COMPRIMIDOS RECUBIERTOS 80 mg,F-21231,GALENICUM HEALTH CHILE S.p.A.
544,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALVITAE COMPRIMIDOS RECUBIERTOS 160 mg,F-21232,GALENICUM HEALTH CHILE S.p.A.
545,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALAPLEX COMPRIMIDOS RECUBIERTOS 80 mg,F-14803,LABORATORIO CHILE S.A
546,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALAPLEX COMPRIMIDOS RECUBIERTOS 160 mg,F-14804,LABORATORIO CHILE S.A
547,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALSARTÁN COMPRIMIDOS RECUBIERTOS 80 mg,F-22214,LABORATORIOS EUROMED CHILE S.A.
548,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VALSARTÁN COMPRIMIDOS RECUBIERTOS 160 mg,F-22215,LABORATORIOS EUROMED CHILE S.A.
549,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,DOSARA COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN),F-21657,LABORATORIOS ANDRÓMACO S.A.
550,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,DOSARA COMPRIMIDOS RECUBIERTOS 80 mg (VALSARTAN),F-21658,LABORATORIOS ANDRÓMACO S.A.
551,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VERALPRES COMPRIMIDOS RECUBIERTOS 160 mg,F-20147,LABORATORIOS EUROMED CHILE S.A.
552,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,VERALPRES COMPRIMIDOS RECUBIERTOS 80 mg,F-20736,LABORATORIOS EUROMED CHILE S.A.
553,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,TAMCORE COMPRIMIDOS RECUBIERTOS 80 mg (VALSARTÁN),F-21251,SANOFI-AVENTIS DE CHILE S.A.
554,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,TAMCORE COMPRIMIDOS RECUBIERTOS 160 mg (VALSARTÁN),F-21267,SANOFI-AVENTIS DE CHILE S.A.
555,Hipertensión arterial,VALSARTÁN,Tareg,Novartis,TAMCORE COMPRIMIDOS RECUBIERTOS 320 mg (VALSARTÁN),F-21266,SANOFI-AVENTIS DE CHILE S.A.
556,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis, VALVITAE PLUS 80 /12,5 COMPRIMIDOS RECUBIERTOS ,F-21640,GALENICUM HEALTH CHILE S.p.A.
557,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis,VALVITAE PLUS 160 /25 COMPRIMIDOS RECUBIERTOS,F-21641,GALENICUM HEALTH CHILE S.p.A.
558,Hipertensión arterial,VALSARTÁN / HIDROCLOROTIAZIDA,Tareg D,Sanofi-Aventis, VALVITAE PLUS 160 /12,5 COMPRIMIDOS RECUBIERTOS ,F-21717,GALENICUM HEALTH CHILE S.p.A.
559,Hipertensión arterial,VERAPAMILO,Isoptina,Abbott Laboratories,CARDIOLEN CÁPSULAS 80 mg,F-3292,INSTITUTO SANITAS S.A.
560,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer,LOMAKARE COMPRIMIDOS 10 mg,F-18378,ETEX FARMACÉUTICA LTDA.
561,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer,LOMAKARE COMPRIMIDOS 5 mg,F-18379,ETEX FARMACÉUTICA LTDA.
562,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer,AMPINO COMPRIMIDOS 10 mg,F-20379,LABORATORIOS SAVAL S.A.
563,Hipertensión arterial - Angina de pecho,AMLODIPINO,Norvasc,Pfizer,AMPINO COMPRIMIDOS 5 mg,F-20381,LABORATORIOS SAVAL S.A.
564,Hipertensión arterial - insuficiencia cardíaca,BISOPROLOL,Concor,Merck,TENBILOL COMPRIMIDOS RECUBIERTOS 10 mg (BISOPROLOL FUMARATO),F-21789,SYNTHON CHILE LTDA.
565,Hipertensión arterial - insuficiencia cardíaca,BISOPROLOL,Concor,Merck,TENBILOL COMPRIMIDOS RECUBIERTOS 5 mg ( BISOPROLOL FUMARATO),F-21832,SYNTHON CHILE LTDA.
566,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,CILOKARE COMPRIMIDOS RECUBIERTOS 25 mg,F-18684,ETEX FARMACÉUTICA LTDA.
567,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche, CILOKARE COMPRIMIDOS RECUBIERTOS 12,5 mg ,F-18683,ETEX FARMACÉUTICA LTDA.
568,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche, CILOKARE COMPRIMIDOS RECUBIERTOS 6,25 mg ,F-18682,ETEX FARMACÉUTICA LTDA.
569,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche, BLOCAR COMPRIMIDOS 12,5 mg ,F-12089,LABORATORIO BAGÓ DE CHILE S.A.
570,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,CARVEDILOL COMPRIMIDOS 25 mg,F-20386,MEDINOVA FARMA LTDA.
571,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche, CARVEDILOL COMPRIMIDOS 12,5 mg ,F-20547,MEDINOVA FARMA LTDA.
572,Hipertensión arterial - insuficiencia cardíaca,CARVEDILOL,Dilatrend,Roche,CARVEDILOL COMPRIMIDOS 25 mg,F-18528,OPKO CHILE S.A.
573,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 10 mg,F-10428,LABORATORIO MAVER S.A.
574,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-20637,LABORATORIOS ANDRÓMACO S.A.
575,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS RECUBIERTOS 10 mg,F-1896,LABORATORIOS ANDRÓMACO S.A.
576,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 10 mg,F-9885,MINTLAB CO. S.A.
577,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,DIOTENSIL COMPRIMIDOS 20 mg,F-13777,MINTLAB CO. S.A.
578,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-9886,MINTLAB CO. S.A.
579,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,DIOTENSIL COMPRIMIDOS 10 mg,F-13776,MINTLAB CO. S.A.
580,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 5 mg,F-9887,MINTLAB CO. S.A.
581,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,DIOTENSIL COMPRIMIDOS 5 mg,F-13775,MINTLAB CO. S.A.
582,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 20 mg,F-19260,OPKO CHILE S.A.
583,Hipertensión arterial - insuficiencia cardíaca,ENALAPRIL,Renitec,Merck Sharp & Dohme,ENALAPRIL MALEATO COMPRIMIDOS 10 mg,F-18847,OPKO CHILE S.A.
584,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis, ZOMETIC COMPRIMIDOS RECUBIERTOS 7,5 mg ,F-8783,CHEMOPHARMA S.A.
585,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis, ZOPICLONA COMPRIMIDOS RECUBIERTOS 7,5 mg ,F-518,INTERPHARMA S.A.
586,Inductor del sueño,ZOPICLONA,Imovane,Sanofi-Aventis, NOCTIDEM COMPRIMIDOS RECUBIERTOS 7,5 mg ,F-18327,INTERPHARMA S.A.
587,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,SOMNO COMPRIMIDOS RECUBIERTOS 10 mg,F-9806,EUROLAB LTDA.
588,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,SOMNO COMPRIMIDOS RECUBIERTOS 5 mg,F-9807,EUROLAB LTDA.
589,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,SOMNIPRON COMPRIMIDOS RECUBIERTOS 10 mg,F-9052,INSTITUTO SANITAS S.A.
590,Inductor del sueño / Sedante,ZOLPIDEM,1.- Stilnox 2.- Adormix,Sanofi-Aventis,DAMIXAN COMPRIMIDOS RECUBIERTOS 10 mg,F-21962,MEDIPHARM LTDA.
