,,"      Listado de productos Bioequivalentes, actualizado al 29 de Febrero de 2016                             ",,,,,
443,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,LETICO COMPRIMIDOS 25 mg,F-21014,LABORATORIOS EUROMED CHILE S.A.
444,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,LETICO COMPRIMIDOS 50 mg,F-21137,LABORATORIOS EUROMED CHILE S.A.
445,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,LAMITRIM COMPRIMIDOS 50 mg,F-21027,MEDINOVA FARMA LTDA.
446,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,LAMETON COMPRIMIDOS DISPERSABLES 100 mg,F-20101,NOVARTIS CHILE S.A.
447,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,DAKSOL COMPRIMIDOS 25 mg,F-20544,PHARMAVITA S.A.
448,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,DAKSOL COMPRIMIDOS 50 mg,F-20545,PHARMAVITA S.A.
449,Antiepiléptico - Estabilizador del estado de ánimo,LAMOTRIGINA,Lamictal,Glaxosmithkline,DAKSOL COMPRIMIDOS 100 mg,F-20546,PHARMAVITA S.A.
450,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,LEVEVITAE COMPRIMIDOS RECUBIERTOS 1000 mg,F-21461,GALENICUM HEALTH CHILE S.p.A.
451,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,LEVEVITAE COMPRIMIDOS RECUBIERTOS 500mg,F-21597,GALENICUM HEALTH CHILE S.p.A.
452,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,LEVEPSY COMPRIMIDOS RECUBIERTOS 1000 mg,F-21205,INDOPHARMA S.A.
453,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,LEVEPSY COMPRIMIDOS RECUBIERTOS 500 mg,F-21204,INDOPHARMA S.A.
454,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,LEVETIRACETAM  COMPRIMIDOS RECUBIERTOS 1.000 mg,F-20722,LABORATORIOS EUROMED CHILE S.A.
455,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,LEVETIRACETAM COMPRIMIDOS RECUBIERTOS  500 mg,F-20905,LABORATORIOS EUROMED CHILE S.A.
456,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,KOPODEX COMPRIMIDOS RECUBIERTOS 500 mg,F-13525,LABORATORIOS RECALCINE S.A.
457,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,KOPODEX COMPRIMIDOS RECUBIERTOS 1000 mg,F-13526,LABORATORIOS RECALCINE S.A.
458,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,CEUMID COMPRIMIDOS RECUBIERTOS 1000 mg,F-14833,PHARMA INVESTI DE CHILE S.A.
459,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,KREDIT 1000 COMPRIMIDOS RECUBIERTOS 1000 mg,F-21958,PHARMA INVESTI DE CHILE S.A.
460,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,KREDIT COMPRIMIDOS RECUBIERTOS 500 mg,F-21971,PHARMA INVESTI DE CHILE S.A.
461,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,CEUMID COMPRIMIDOS RECUBIERTOS 500 mg,F-14832,PHARMA INVESTI DE CHILE S.A.
462,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,LEVETIRACETAM COMPRIMIDOS RECUBIERTOS 500 mg,F-22392,SEVEN PHARMA CHILE S.P.A.
463,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,PREBB COMPRIMIDOS RECUBIERTOS 1000 mg,F-19377,SYNTHON  CHILE LTDA.
464,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,PREBB COMPRIMIDOS RECUBIERTOS 500 mg,F-19378,SYNTHON  CHILE LTDA.
465,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,PREBB COMPRIMIDOS RECUBIERTOS 500 mg,F-21229,SYNTHON  CHILE LTDA.
466,Antiepiléptico - Estabilizador del estado de ánimo,LEVETIRACETAM,Keppra ,Glaxosmithkline,PREBB COMPRIMIDOS RECUBIERTOS 1000 mg,F-21228,SYNTHON  CHILE LTDA.
467,Antiespasmódico,TRIMEBUTINA,Debridat,Pfizer ,DOLPIC COMPRIMIDOS 200 mg,F-4152,LABORATORIO PASTEUR S.A.
468,Antiespasmódico,TRIMEBUTINA,Debridat,Pfizer ,TREBUTEL COMPRIMIDOS 100 mg,F-11557,LABORATORIOS ANDRÓMACO S.A.
469,Antiespasmódico,TRIMEBUTINA,Debridat,Pfizer ,TRIMEBUTINA MALEATO COMPRIMIDOS 100 mg,F-6578,LABORATORIOS ANDRÓMACO S.A.
470,Antiespasmódico,TRIMEBUTINA,Debridat,Pfizer ,TRIMEBUTINA MALEATO CÁPSULAS BLANDAS 200 mg,F-21821,LABORATORIOS EUROMED CHILE S.A.
471,Antiespasmódico,TRIMEBUTINA,Debridat,Pfizer ,TRIMEBUTINO MALEATO COMPRIMIDOS 100 mg.,F-12361,MINTLAB  CO. S.A.
472,Antifúngico,FLUCONAZOL,Diflucan,Pfizer ,FLUCONAZOL CÁPSULAS 150 mg,F-4322,INTERPHARMA S.A.
473,Antifúngico,FLUCONAZOL,Diflucan,Pfizer ,FELSOL CÁPSULAS 150 mg,F-7116,LABORATORIO PASTEUR S.A.
474,Antifúngico,FLUCONAZOL,Diflucan,Pfizer ,FLUCTIN CÁPSULAS 150 mg,F-487,LABORATORIOS LAFI LTDA.
475,Antifúngico,FLUCONAZOL,Diflucan,Pfizer ,PLUSGIN CÁPSULAS 150 mg,F-21281,LABORATORIOS RAFFO S.A.
476,Antifúngico,VORICONAZOL,Vfend,Pfizer ,ZIVENAD COMPRIMIDOS RECUBIERTOS 200 mg,F-20946,SYNTHON  CHILE LTDA.
477,Antijaquecoso,NARATRIPTAN,Naramig,Glaxosmithkline ,"BAGOMIGRAL COMPRIMIDOS RECUBIERTOS 2,5 mg",F-17375,LABORATORIO BAGÓ DE CHILE S.A.
478,Antimicotico,TERBINAFINA,Lamisil,Laboratorios Phoenix,MICOSET COMPRIMIDOS 250 mg.,F-12145,LABORATORIO BAGÓ DE CHILE S.A.
479,Antimicotico,TERBINAFINA,Lamisil,Laboratorios Phoenix,TERBINAFINA COMPRIMIDOS 250 mg,F-15330,LABORATORIO CHILE S.A.
480,Antimicotico,TERBINAFINA,Lamisil,Laboratorios Phoenix,DERMOXYL COMPRIMIDOS 250 mg,F-2434,LABORATORIO CHILE S.A.
481,Antimicotico,TERBINAFINA,Lamisil,Laboratorios Phoenix,TERBINAFINA COMPRIMIDOS 250 mg,F-14052,MINTLAB  CO. S.A.
482,Antimicotico,TERBINAFINA,Lamisil,Laboratorios Phoenix,DONTER COMPRIMIDOS 250 mg,F-14094,MINTLAB  CO. S.A.
483,Antivertiginoso,BETAHISTINA,Vasomotal,Abbott Laboratories,MICROSER COMPRIMIDOS 24 mg,F-18989,GRÜNENTHAL CHILENA LTDA.
484,Antivertiginoso,BETAHISTINA,Vasomotal,Abbott Laboratories,MICROSER COMPRIMIDOS 24 mg,F-17909,GRÜNENTHAL CHILENA LTDA.
485,Antivertiginoso,BETAHISTINA,Vasomotal,Abbott Laboratories,BETINA COMPRIMIDOS 24 mg,F-21442,LABORATORIOS EUROMED CHILE S.A.
486,Antivertiginoso,BETAHISTINA,Vasomotal,Abbott Laboratories,BETINA COMPRIMIDOS 16 mg,F-21443,LABORATORIOS EUROMED CHILE S.A.
487,Antivertiginoso,BETAHISTINA,Vasomotal,Abbott Laboratories,BETINA COMPRIMIDOS  8 mg,F-21449,LABORATORIOS EUROMED CHILE S.A.
488,Antiviral (Herpes),ACICLOVIR,Zovirax,Pfizer ,ACICLOVIR COMPRIMIDOS 800 mg,F-7869,LABORATORIO CHILE S.A.
489,Antiviral (Herpes),ACICLOVIR,Zovirax,Pfizer ,LISOVYR COMPRIMIDOS 200 mg,F-1702,MINTLAB Co. S.A.
490,Antiviral (Herpes),ACICLOVIR,Zovirax,Pfizer ,ACICLOVIR COMPRIMIDOS 200 mg,F-9863,MINTLAB Co. S.A.
491,Antiviral (VIH/SIDA),ABACAVIR,Ziagen,Glaxosmithkline ,MESABEX COMPRIMIDOS RECUBIERTOS 300 mg,F-17883,LABORATORIOS LAFI LTDA.
492,Antiviral (VIH/SIDA),ABACAVIR,Ziagen,Glaxosmithkline ,ABACAVIR COMPRIMIDOS RECUBIERTOS 300 mg,F-21021,MASTER CARE S.A.
493,Antiviral (VIH/SIDA),EFAVIRENZ,Stocrin,Merck Sharp & Dohme ,EFAVIRENZ  COMPRIMIDOS RECUBIERTOS 600 mg,F-20984,LABORATORIO CHILE S.A.
494,Antiviral (VIH/SIDA),EFAVIRENZ,Stocrin,Merck Sharp & Dohme ,EFAVIRENZ COMPRIMIDOS RECUBIERTOS 600 mg,F-19736,MASTER CARE S.A.
495,Antiviral (VIH/SIDA),EFAVIRENZ,Stocrin,Merck Sharp & Dohme ,RIBOTEX COMPRIMIDOS RECUBIERTOS 600 mg,F-19737,MASTER CARE S.A.
496,Antiviral (VIH/SIDA),EFAVIRENZ,Stocrin,Merck Sharp & Dohme ,VOVIRENS COMPRIMIDOS RECUBIERTOS 600 mg,F-18539,OPKO CHILE S.A.
497,Antiviral (VIH/SIDA),EFAVIRENZ,Stocrin,Merck Sharp & Dohme ,EFAVIRENZ COMPRIMIDOS RECUBIERTOS 600 mg,F-22237,SEVEN PHARMA CHILE S.p.A.
498,Antiviral (VIH/SIDA),LAMIVUDINA,Epivir 3TC,Glaxosmithkline ,LAMIVUDINA COMPRIMIDOS RECUBIERTOS 150 mg,F-20667,ASCEND LABORATORIES SpA
499,Antiviral (VIH/SIDA),LAMIVUDINA,Epivir 3TC,Glaxosmithkline ,LAMIVUDINA SOLUCIÓN ORAL 50 mg/5 mL ,F-21224,INDOPHARMA S.A.
500,Antiviral (VIH/SIDA),LAMIVUDINA,Epivir 3TC,Glaxosmithkline ,LAMIVUDINA COMPRIMIDOS RECUBIERTOS 150 mg,F-21238,INDOPHARMA S.A.
501,Antiviral (VIH/SIDA),LAMIVUDINA,Epivir 3TC,Glaxosmithkline ,MIXOVIR COMPRIMIDOS RECUBIERTOS 150 mg,F-11807,LABORATORIOS ANDRÓMACO S.A.
502,Antiviral (VIH/SIDA),LAMIVUDINA,Epivir 3TC,Glaxosmithkline ,LAMIVUDINA COMPRIMIDOS RECUBIERTOS 150 mg,F-18962,LABORATORIOS ANDRÓMACO S.A.
503,Antiviral (VIH/SIDA),LAMIVUDINA,Epivir 3TC,Glaxosmithkline ,XIMAVIR COMPRIMIDOS RECUBIERTOS 150 mg,F-18963,MASTER CARE S.A.
504,Antiviral (VIH/SIDA),LAMIVUDINA,Epivir 3TC,Glaxosmithkline ,LAMIVUDINA COMPRIMIDOS RECUBIERTOS 150 mg,F-19082,MASTER CARE S.A.
505,Antiviral (VIH/SIDA),LAMIVUDINA,Epivir 3TC,Glaxosmithkline ,LAMIVUDINA COMPRIMIDOS RECUBIERTOS 150 mg,F-18240,OPKO CHILE S.A.
506,Antiviral (VIH/SIDA),LAMIVUDINA + ZIDOVUDINA,Combivir,Glaxosmithkline ,LAMIVUDINA/ZIDOVUDINA 150/300  COMPRIMIDOS RECUBIERTOS,F-21012,INDOPHARMA S.A.
507,Antiviral (VIH/SIDA),LAMIVUDINA + ZIDOVUDINA,Combivir,Glaxosmithkline ,BIVIR COMPRIMIDOS RECUBIERTOS,F-12502,LABORATORIOS ANDRÓMACO S.A.
508,Antiviral (VIH/SIDA),LAMIVUDINA + ZIDOVUDINA,Combivir,Glaxosmithkline ,LAMIVUDINA + ZIDOVUDINA 150/300 COMPRIMIDOS RECUBIERTOS,F-18940,LABORATORIOS ANDRÓMACO S.A.
509,Antiviral (VIH/SIDA),LAMIVUDINA + ZIDOVUDINA,Combivir,Glaxosmithkline ,BIVIR COMPRIMIDOS RECUBIERTOS,F-19081,LABORATORIOS ANDRÓMACO S.A.
510,Antiviral (VIH/SIDA),LAMIVUDINA + ZIDOVUDINA,Combivir,Glaxosmithkline ,MAXIVIR COMPRIMIDOS RECUBIERTOS,F-18966,MASTER CARE S.A.
511,Antiviral (VIH/SIDA),LAMIVUDINA + ZIDOVUDINA,Combivir,Glaxosmithkline ,LAMIVUDINA + ZIDOVUDINA COMPRIMIDOS RECUBIERTOS,F-18059,OPKO CHILE S.A.
512,Antiviral (VIH/SIDA),LAMIVUDINA + ZIDOVUDINA,Combivir,Glaxosmithkline ,LAMIVUDINA/ZIDOVUDINA 150/300 COMPRIMIDOS RECUBIERTOS,F-22188,SEVEN PHARMA CHILE S.p.A.
513,Antiviral (VIH/SIDA),NEVIRAPINA,Viramune,Boehringer Ingelheim,NEVIRAPINA COMPRIMIDOS 200 mg,F-21261,INDOPHARMA S.A.
514,Antiviral (VIH/SIDA),NEVIRAPINA,Viramune,Boehringer Ingelheim,NEVIRAPINA COMPRIMIDOS 200 mg,F-16088,LABORATORIOS ANDRÓMACO S.A.
515,Antiviral (VIH/SIDA),NEVIRAPINA,Viramune,Boehringer Ingelheim,NEVAVIR COMPRIMIDOS 200 mg,F-19085,MASTER CARE S.A.
516,Antiviral (VIH/SIDA),NEVIRAPINA,Viramune,Boehringer Ingelheim,NEVIRAPINA COMPRIMIDOS 200 mg,F-19080,MASTER CARE S.A.
517,Antiviral (VIH/SIDA),NEVIRAPINA,Viramune,Boehringer Ingelheim,NEVIRAPINA COMPRIMIDOS 200 mg,F-18330,OPKO CHILE S.A.
518,Antiviral (VIH/SIDA),RITONAVIR+LOPINAVIR,Kaletra,Abbvie,LOPINAVIR / RITONAVIR 200/50 COMPRIMIDOS RECUBIERTOS,F-22199,SEVEN PHARMA CHILE S.p.A.
519,Antiviral (VIH/SIDA),ZIDOVUDINA,Retrovir AZT,Glaxosmithkline ,MANTAVIRAL COMPRIMIDOS RECUBIERTOS 300 mg,F-10104,LABORATORIOS ANDRÓMACO S.A.
520,Antiviral (VIH/SIDA),ZIDOVUDINA,Retrovir AZT,Glaxosmithkline ,ZIDOVUDINA COMPRIMIDOS RECUBIERTOS 300 mg,F-19060,LABORATORIOS ANDRÓMACO S.A.
521,Antiviral (VIH/SIDA),ZIDOVUDINA,Retrovir AZT,Glaxosmithkline ,ZIDOVUDINA COMPRIMIDOS RECUBIERTOS 300 mg,F-19083,MASTER CARE S.A.
522,Antiviral (VIH/SIDA),ZIDOVUDINA,Retrovir AZT,Glaxosmithkline ,AZAVIRAL COMPRIMIDOS RECUBIERTOS 300 mg,F-19084,MASTER CARE S.A.
523,Antiviral (VIH/SIDA),ZIDOVUDINA,Retrovir AZT,Glaxosmithkline ,ZIDOVUDINA COMPRIMIDOS RECUBIERTOS 300 mg,F-22185,SEVEN PHARMA CHILE S.p.A.
524,Artritis,LEFLUNOMIDA,Arava,Sanofi-Aventis ,ARTROTIN COMPRIMIDOS RECUBIERTOS 20 mg,F-12892,LABORATORIOS RECALCINE S.A.
525,Artritis y Lupus,HIDROXICLOROQUINA,Plaquinol,Sanofi-Aventis ,REUMAZINE COMPRIMIDOS RECUBIERTOS 200 mg,F-18705,INSTITUTO SANITAS S.A.
526,Artritis y Lupus,HIDROXICLOROQUINA,Plaquinol,Sanofi-Aventis ,DROLSAN COMPRIMIDOS RECUBIERTOS 200 mg,F-22467,MINTLAB CO. S.A.
527,Artritis y Lupus,HIDROXICLOROQUINA,Plaquinol,Sanofi-Aventis ,HIDROXICLOROQUINA SULFATO COMPRIMIDOS RECUBIERTOS 200 mg,F-17335,PHARMAMERICA LTDA.
528,Artritis y Lupus,HIDROXICLOROQUINA,Plaquinol,Sanofi-Aventis ,TESSAX COMPRIMIDOS RECUBIERTOS 200 mg,F-22406,PHARMAVITA S.A.
529,Calvicie Androgénica,FINASTERIDA,Proscar,Merck Sharp & Dohme ,LAMBDAXEL COMPRIMIDOS RECUBIERTOS 1 mg,F-22059,ISDIN CHILE LTDA.
530,Calvicie Androgénica,FINASTERIDA,Proscar,Merck Sharp & Dohme ,APEPLUS COMPRIMIDOS RECUBIERTOS 1 mg,F-1906,LABORATORIOS LAFI LTDA.
531,Cáncer / Enfermedades autoinmune,METOTREXATO,Metotrexato,Pfizer ,"METOTREXATO COMPRIMIDOS 2,5 mg",F-21881,MINTLAB  CO. S.A.
532,Cáncer de mama,ANASTROZOL,Arimidex,Astrazeneca ,ANASTROZOL COMPRIMIDOS RECUBIERTOS 1 mg,F-19105,FRESENIUS KABI CHILE LTDA.
533,Cáncer de mama,ANASTROZOL,Arimidex,Astrazeneca ,ANASVITAE COMPRIMIDOS RECUBIERTOS 1 mg,F-21295,GALENICUM HEALTH CHILE S.p.A.
534,Cáncer de mama,ANASTROZOL,Arimidex,Astrazeneca ,ANASTROZOL COMPRIMIDOS RECUBIERTOS 1 mg,F-21302,LABORATORIOS EUROMED CHILE S.A.
535,Cáncer de mama,ANASTROZOL,Arimidex,Astrazeneca ,ANASTROZOL COMPRIMIDOS RECUBIERTOS 1 mg,F-16801,SYNTHON  CHILE LTDA.
536,Cáncer de mama,ANASTROZOL,Arimidex,Astrazeneca ,MADELEN COMPRIMIDOS RECUBIERTOS 1 mg,F-16807,SYNTHON  CHILE LTDA.
537,Cáncer de mama,EXEMESTANO,Aromasin,Pfizer ,EXEVITAE COMPRIMIDOS RECUBIERTOS 25 mg,F-21392,GALENICUM HEALTH CHILE S.p.A.
538,Cáncer de mama,EXEMESTANO,Aromasin,Pfizer ,EXEMESTANO COMPRIMIDOS RECUBIERTOS 25 mg,F-19030,LABORATORIO CHILE S.A.
539,Cáncer de mama,EXEMESTANO,Aromasin,Pfizer ,MASEREN COMPRIMIDOS RECUBIERTOS 25 mg,F-22412,OPKO CHILE S.A.
540,Cáncer de mama,EXEMESTANO,Aromasin,Pfizer ,NODUTAX COMPRIMIDOS RECUBIERTOS 25 mg,F-18640,SYNTHON  CHILE LTDA.
541,Cáncer de mama,LETROZOL,Femara,Novartis ,"LETROZOL COMPRIMIDOS RECUBIERTOS 2,5 mg",F-18699,FRESENIUS KABI CHILE LTDA.
542,Cáncer de mama,LETROZOL,Femara,Novartis ,"LETROVITAE COMPRIMIDOS RECUBIERTOS 2,5 mg",F-21419,GALENICUM HEALTH CHILE S.p.A.
543,Cáncer de mama,LETROZOL,Femara,Novartis ,"LETROZOL COMPRIMIDOS RECUBIERTOS  2,5 mg",F-19335,LABORATORIOS  EUROMED CHILE S.A.
544,Cáncer de mama,LETROZOL,Femara,Novartis ,"TIADIS  COMPRIMIDOS RECUBIERTOS  2,5 mg",F-17717,SYNTHON  CHILE LTDA.
545,Cáncer de mama,TAMOXIFENO,Nolvadex-D,Astrazeneca ,TAXUS COMPRIMIDOS 20 mg,F-10367,TECNOFARMA S.A.
546,Cáncer de próstata,BICALUTAMIDA,Casodex,Astrazeneca ,BICALUTAMIDA COMPRIMIDOS RECUBIERTOS 50 mg,F-18561,FRESENIUS KABI CHILE LTDA.
547,Cáncer de próstata,BICALUTAMIDA,Casodex,Astrazeneca ,BICALUTAMIDA  COMPRIMIDOS RECUBIERTOS 50 mg,F-20979,LABORATORIOS EUROMED CHILE S.A.
548,Cáncer de próstata,BICALUTAMIDA,Casodex,Astrazeneca ,BIOLEV COMPRIMIDOS RECUBIERTOS 150 mg,F-17057,SYNTHON  CHILE LTDA.
549,Cáncer de próstata,BICALUTAMIDA,Casodex,Astrazeneca ,BIOLEV COMPRIMIDOS RECUBIERTOS  50 mg,F-17047,SYNTHON  CHILE LTDA.
550,Cáncer de próstata,TAMSULOSINA,Omnic,Yamanouchi,"SINGOTEX COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA 0,4 mg",F-22105,LABORATORIOS RAFFO S.A.
551,Cáncer de próstata,TAMSULOSINA,Omnic,Yamanouchi,"SULIX CÁPSULAS CON GRÁNULOS RECUBIERTOS DE LIBERACIÓN PROLONGADA, 0,4 mg",F-17105,SYNTHON  CHILE LTDA.
552,Cáncer de próstata,TAMSULOSINA,Omnic,Yamanouchi,"SULIX CÁPSULAS CON GRÁNULOS DE LIBERACIÓN PROLONGADA 0,4 mg (TAMSULOSINA CLORHIDRATO)",F-21523,SYNTHON  CHILE LTDA.
553,Cáncer de próstata,TAMSULOSINA,Omnic,Yamanouchi,"SULIX L.C. COMPRIMIDOS DE LIBERACIÓN PROLONGADA 0,4 mg",F-18867,SYNTHON  CHILE LTDA.
554,Cáncer de próstata,TAMSULOSINA,Omnic,Yamanouchi,"SULIX L.C. COMPRIMIDOS DE LIBERACIÓN PROLONGADA 0,4 mg",F-21587,SYNTHON CHILE LTDA.
555,Cáncer del tracto gastrointestinal y de mama,CAPECITABINA,Xeloda,Roche ,CAPECITABINA COMPRIMIDOS RECUBIERTOS 500 mg,F-21961,LABORATORIO CHILE S.A.
556,Cáncer del tracto gastrointestinal y de mama,CAPECITABINA,Xeloda,Roche ,CAPECITABINA COMPRIMIDOS RECUBIERTOS 150 mg,F-21953,LABORATORIO CHILE S.A.
557,Cáncer del tracto gastrointestinal y de mama,CAPECITABINA,Xeloda,Roche ,CATEGOR COMPRIMIDOS RECUBIERTOS 150 mg,F-20373,NOVARTIS CHILE S.A.
558,Cáncer del tracto gastrointestinal y de mama,CAPECITABINA,Xeloda,Roche ,CATEGOR COMPRIMIDOS RECUBIERTOS 500 mg,F-20374,NOVARTIS CHILE S.A.
559,Corticoterapia,DEFLAZACORT,Azacortid,Sanofi-Aventis ,DISFLAX COMPRIMIDOS 30 mg,F-19172,"FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA."
560,Corticoterapia,DEFLAZACORT,Azacortid,Sanofi-Aventis ,DISFLAX COMPRIMIDOS 6 mg,F-19171,"FAES FARMA CHILE, SALUD Y NUTRICIÓN LTDA."
561,Corticoterapia,DEFLAZACORT,Azacortid,Sanofi-Aventis ,DEZARTAL COMPRIMIDOS 6 mg (DEFLAZACORT),F-21695,LABORATORIOS ANDRÓMACO S.A.
562,Corticoterapia,DEFLAZACORT,Azacortid,Sanofi-Aventis ,DEZARTAL COMPRIMIDOS 30 mg,F-21684,LABORATORIOS ANDRÓMACO S.A.
563,Corticoterapia,DEFLAZACORT,Azacortid,Sanofi-Aventis ,ARRUMAL COMPRIMIDOS 30 mg,F-18150,PHARMA INVESTI DE CHILE S.A.
564,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,PREDNISONA COMPRIMIDOS 5 mg,F-1400,LABORATORIO CHILE S.A.
565,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,CORTIPREX COMPRIMIDOS RECUBIERTOS 20 mg,F-8381,LABORATORIO CHILE S.A.
566,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,PREDNISONA COMPRIMIDOS RECUBIERTOS 20 mg,F-14411,LABORATORIO CHILE S.A.
567,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,CORTIPREX COMPRIMIDOS 5 mg,F-8382,LABORATORIO CHILE S.A.
568,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,BERSEN COMPRIMIDOS 5 mg,F-11626,LABORATORIO PASTEUR S.A.
569,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,BERSEN COMPRIMIDOS 20 mg,F-11625,LABORATORIO PASTEUR S.A.
570,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,PREDNISONA COMPRIMIDOS 20 mg,F-13016,LABORATORIO PASTEUR S.A.
571,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,PREDNISONA COMPRIMIDOS 5 mg,F-15925,LABORATORIO PASTEUR S.A.
572,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,PREDNISONA COMPRIMIDOS 20 mg,F-15757,LABORATORIOS ANDRÓMACO S.A.
573,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,PROCION COMPRIMIDOS 20 mg,F-12227,MEDIPHARM LTDA.
574,Corticoterapia,PREDNISONA,Meticorten,Schering Plough ,PREDNISONA COMPRIMIDOS 5 mg,F-3376,MINTLAB Co. S.A.
575,Diabetes Mellitus,GLIBENCLAMIDA,Daonil,Sanofi-Aventis ,GLIBENCLAMIDA COMPRIMIDOS 5 mg,F-3947,LABORATORIO CHILE S.A.
576,Diabetes Mellitus,GLIBENCLAMIDA,Daonil,Sanofi-Aventis ,GLIBENCLAMIDA COMPRIMIDOS 5 mg,F-2414,LABORATORIOS ANDRÓMACO S.A.
577,Diabetes Mellitus,GLIBENCLAMIDA,Daonil,Sanofi-Aventis ,GLIBENCLAMIDA COMPRIMIDOS 5 mg,F-9896,MINTLAB  CO. S.A.
578,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg,F-20937,ARAMA NATURAL PRODUCTS DISTRIBUIDORA LTDA.
579,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg,F-20110,ASCEND LABORATORIES SpA
580,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,METFORMINA CLORHIDRATO COMPRIMIDOS RECUBIERTOS 850 mg,F-21614,ASCEND LABORATORIES SpA
581,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,ANDIBET COMPRIMIDOS RECUBIERTOS 850 mg,F-12065,CHEMOPHARMA S.A.
582,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,ANDIBET  COMPRIMIDOS RECUBIERTOS 500 mg,F-20476,CHEMOPHARMA S.A.
583,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,OXEMET COMPRIMIDOS RECUBIERTOS 500 mg,F-15992,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.
584,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,OXEMET COMPRIMIDOS RECUBIERTOS 850 mg,F-15990,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.
585,Diabetes Mellitus,METFORMINA CLORHIDRATO,1.- Glucophage                       2.- Glafornil,1.- Roche                                    2.- Merck ,OXEMET COMPRIMIDOS RECUBIERTOS 850 mg,F-20074,GLAXOSMITHKLINE CHILE FARMACÉUTICA LTDA.
